,Região,UF,Cidade,Sexo,Faixa Etária,Data Finalização,Tempo Resposta,Nome Fantasia,Segmento de Mercado,Área,Assunto,Grupo Problema,Problema,Como Comprou Contratou,Procurou Empresa,Respondida,Situação,Avaliação Reclamação,Nota do Consumidor,Total,ï»¿RegiÃ£o,Faixa EtÃ¡ria,Data FinalizaÃ§Ã£o,Ãrea,SituaÃ§Ã£o,AvaliaÃ§Ã£o ReclamaÃ§Ã£o
81,SE,SP,Itanhaém,M,entre 51 a 60 anos,04/01/2019,6.0,Elektro,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
82,CO,GO,Bom Jardim de Goiás,M,entre 21 a 30 anos,23/01/2019,3.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
83,S ,PR,Catanduvas do Sul,F,entre 31 a 40 anos,09/01/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Falta de acessibilidade ou de atendimento prioritário,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
84,NE,CE,Caucaia,M,entre 21 a 30 anos,18/01/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
85,S ,PR,São José dos Pinhais,M,entre 41 a 50 anos,07/01/2019,3.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
86,S ,RS,São Luiz Gonzaga,M,entre 31 a 40 anos,11/01/2019,4.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Telefone,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
87,CO,GO,Senador Canedo,F,entre 21 a 30 anos,11/01/2019,3.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
88,S ,PR,Curitiba,M,entre 31 a 40 anos,11/01/2019,7.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
89,CO,GO,Goiatuba,M,entre 21 a 30 anos,08/01/2019,1.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
90,SE,RJ,Travessão,F,entre 21 a 30 anos,24/01/2019,6.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,N,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
91,CO,GO,Pires do Rio,M,entre 31 a 40 anos,07/01/2019,9.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
92,SE,RJ,Rio de Janeiro,F,mais de 70 anos,15/01/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
93,NE,MA,São Luís,M,entre 41 a 50 anos,28/01/2019,10.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Domicílio,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
94,NE,PE,Olinda,M,entre 21 a 30 anos,16/01/2019,7.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Saúde e Segurança,"Risco, dano físico ou mal estar decorrente da prestação do serviço/utilização do produto",Internet,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
95,SE,RJ,Resende,F,entre 41 a 50 anos,11/01/2019,3.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
96,SE,SP,Taubaté,F,entre 31 a 40 anos,31/01/2019,6.0,Elektro,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
97,NE,CE,Fortaleza,F,entre 51 a 60 anos,18/01/2019,0.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Loja física,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
98,NE,CE,Fortaleza,F,entre 31 a 40 anos,10/01/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
99,SE,SP,Sorocaba,F,entre 21 a 30 anos,21/01/2019,2.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
100,NE,MA,Afonso Cunha,F,entre 61 a 70 anos,18/01/2019,11.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
101,SE,RJ,Cabo Frio,M,entre 31 a 40 anos,24/01/2019,7.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
102,S ,PR,Campo Magro,M,entre 31 a 40 anos,11/01/2019,3.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
103,S ,PR,Curitiba,F,entre 51 a 60 anos,07/01/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
104,NE,MA,Grajaú,M,entre 21 a 30 anos,21/01/2019,14.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
105,NE,PE,Petrolina,F,entre 41 a 50 anos,29/01/2019,5.0,Coelba,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
106,S ,RS,Canoas,F,entre 21 a 30 anos,31/01/2019,1.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Serviço não realizado no prazo ou incompleto,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,3.0,1,,,,,,
107,NE,MA,Maracaçumé,M,entre 31 a 40 anos,23/01/2019,15.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
108,SE,RJ,Sumidouro,M,entre 21 a 30 anos,07/01/2019,3.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
109,NE,RN,Areia Branca,M,entre 31 a 40 anos,18/01/2019,3.0,Cosern,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
110,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,29/01/2019,1.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Telefone,S,S,Finalizada avaliada,Não Resolvida,2.0,1,,,,,,
111,S ,PR,São Mateus do Sul,M,entre 41 a 50 anos,30/01/2019,1.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
112,NE,CE,Fortaleza,M,entre 21 a 30 anos,17/01/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança por serviço não fornecido/ em desacordo com a utilização / fora do prazo,Loja física,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
113,S ,PR,Ponta Grossa,F,entre 31 a 40 anos,08/01/2019,0.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Não envio / atraso do boleto ou fatura / dificuldade com o pagamento,Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
114,S ,RS,Santa Cruz do Sul,F,entre 21 a 30 anos,11/01/2019,3.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Telefone,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
115,S ,RS,Taquari,F,entre 61 a 70 anos,11/01/2019,3.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,Falta de acessibilidade ou de atendimento prioritário,Loja física,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
116,SE,RJ,Rio de Janeiro,M,entre 61 a 70 anos,28/01/2019,13.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
117,NE,CE,Fortaleza,F,mais de 70 anos,10/01/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Atendimento / SAC,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
118,SE,RJ,Rio de Janeiro,F,entre 31 a 40 anos,11/01/2019,3.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Internet,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
119,SE,RJ,Rio de Janeiro,M,entre 61 a 70 anos,23/01/2019,4.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Má qualidade do serviço,Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
120,SE,RJ,Itaguaí,M,entre 21 a 30 anos,18/01/2019,0.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
121,SE,SP,Sorocaba,F,entre 61 a 70 anos,17/01/2019,2.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
122,SE,RJ,Rio de Janeiro,F,entre 21 a 30 anos,17/01/2019,2.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
123,SE,SP,São Paulo,F,entre 21 a 30 anos,24/01/2019,6.0,RGE - Rio Grande Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Domicílio,N,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
124,SE,RJ,Três Rios,F,entre 31 a 40 anos,15/01/2019,5.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Contrato / Oferta,Dificuldade para contratar / recusa injustificada,Loja física,S,S,Finalizada avaliada,Resolvida,1.0,1,,,,,,
125,N ,AM,Manaus,F,entre 31 a 40 anos,09/01/2019,1.0,Eletrobrás Distribuição Rondônia (Ceron),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
126,NE,CE,Fortaleza,M,entre 31 a 40 anos,10/01/2019,2.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Loja física,S,S,Finalizada avaliada,Resolvida,3.0,1,,,,,,
127,CO,GO,Aparecida de Goiânia,M,entre 21 a 30 anos,29/01/2019,8.0,Enel Distribuição Goiás (CELG),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
128,SE,RJ,Rio de Janeiro,M,entre 61 a 70 anos,23/01/2019,4.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
129,NE,PE,Recife,M,entre 61 a 70 anos,10/01/2019,10.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Loja física,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
130,SE,SP,São José do Rio Preto,F,entre 31 a 40 anos,30/01/2019,1.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
131,SE,RJ,Rio de Janeiro,F,entre 21 a 30 anos,27/01/2019,6.0,Light,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Loja física,N,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
132,NE,CE,Limoeiro do Norte,M,entre 31 a 40 anos,31/01/2019,1.0,Enel Distribuição Ceará (Coelce),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Danos materiais causados por falha na prestação do serviço (queima de aparelhos elétricos),Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
133,S ,PR,Curitiba,M,entre 31 a 40 anos,05/01/2019,9.0,Copel - Companhia Paranaense de Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Renegociação / parcelamento de dívida,Telefone,N,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
134,NE,PE,Olinda,F,entre 41 a 50 anos,09/01/2019,10.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
135,NE,MA,Centro Novo do Maranhão,M,entre 31 a 40 anos,23/01/2019,15.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança submetendo a ofensa, constrangimento ou ameaça",Domicílio,S,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
136,NE,PE,Olinda,F,entre 51 a 60 anos,09/01/2019,10.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Cobrança de tarifas, taxas, valores não previstos / não informados",Não comprei / contratei,N,S,Finalizada não avaliada,Não Avaliada,0.0,1,,,,,,
137,SE,SP,Jundiaí,M,entre 51 a 60 anos,17/01/2019,2.0,Elektro,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Vício de Qualidade,Interrupção/instabilidade do fornecimento,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,2.0,1,,,,,,
138,NE,PE,Recife,M,entre 41 a 50 anos,28/01/2019,8.0,Celpe,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
139,SE,SP,Campinas,M,entre 21 a 30 anos,14/01/2019,3.0,CPFL Energia,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Domicílio,S,S,Finalizada avaliada,Não Resolvida,1.0,1,,,,,,
140,SE,RJ,Petrópolis,M,entre 21 a 30 anos,16/01/2019,4.0,Enel Distribuição Rio (Ampla),"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,"Negativação indevida (SPC, Serasa, SCPC etc)",Domicílio,N,S,Finalizada avaliada,Resolvida,2.0,1,,,,,,
141,NE,MA,São João do Soter,F,entre 31 a 40 anos,24/01/2019,8.0,CEMAR,"Energia Elétrica, Gás, Água e Esgoto","Água, Energia, Gás",Energia Elétrica,Cobrança / Contestação,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Não comprei / contratei,S,S,Finalizada avaliada,Resolvida,5.0,1,,,,,,
